epsilon,rep,AK,AL,AR,AZ,CA,CO,CT,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
0.001,95,X,0,0,X,X,X,-1,1,0,0,X,X,X,0,0,X,0,0,0,0,0,0,X,0,0,X,0,X,X,0,0,X,X,0,0,X,X,0,0,0,X,0,X,X,0,0,X,0,0,X
0.001,96,X,0,0,X,X,X,0,0,0,0,X,X,X,0,0,X,0,0,0,0,0,0,X,0,0,X,0,X,X,0,0,X,X,0,0,X,X,0,0,0,X,0,X,X,0,0,X,0,0,X
0.001,97,X,0,0,X,X,X,0,0,0,0,X,X,X,0,0,X,0,0,0,0,0,0,X,0,0,X,0,X,X,0,0,X,X,0,0,X,X,0,0,0,X,0,X,X,0,0,X,0,0,X
0.001,98,X,0,0,X,X,X,-1,1,0,0,X,X,X,0,0,X,0,0,0,0,0,0,X,0,0,X,0,X,X,0,0,X,X,0,0,X,X,0,0,0,X,0,X,X,0,0,X,0,0,X
0.001,99,X,0,0,X,X,X,0,0,0,0,X,X,X,0,0,X,0,0,0,0,0,0,X,0,0,X,0,X,X,0,0,X,X,0,0,X,X,0,0,0,X,0,X,X,0,0,X,0,0,X
0.0001,0,X,0,0,X,X,X,-1,1,0,-1,X,X,X,0,0,X,0,0,0,0,1,0,X,0,-1,X,1,X,X,0,0,X,X,0,0,X,X,0,0,0,X,0,X,X,0,0,X,0,0,X
0.0001,1,X,-1,0,X,X,X,0,0,0,0,X,X,X,0,1,X,0,0,0,0,1,0,X,-1,0,X,-1,X,X,0,-1,X,X,1,0,X,X,0,0,0,X,0,X,X,0,1,X,0,0,X
0.0001,2,X,-1,0,X,X,X,-1,1,0,-1,X,X,X,0,0,X,0,-1,0,0,1,0,X,0,-1,X,0,X,X,0,0,X,X,1,1,X,X,0,0,0,X,0,X,X,1,0,X,0,0,X
0.0001,3,X,0,0,X,X,X,0,1,0,0,X,X,X,0,0,X,0,0,0,0,0,0,X,0,0,X,-1,X,X,0,0,X,X,0,0,X,X,0,0,0,X,-1,X,X,1,0,X,0,0,X
0.0001,4,X,0,0,X,X,X,-1,0,0,-1,X,X,X,0,0,X,0,0,1,0,1,0,X,0,-1,X,-1,X,X,0,0,X,X,1,1,X,X,0,0,0,X,0,X,X,0,0,X,0,0,X
0.0001,5,X,0,0,X,X,X,-1,0,0,-1,X,X,X,0,0,X,0,0,1,1,0,0,X,0,0,X,-1,X,X,0,0,X,X,0,1,X,X,0,0,0,X,0,X,X,0,0,X,0,0,X
0.0001,6,X,0,0,X,X,X,-1,1,0,0,X,X,X,0,1,X,0,0,0,0,0,0,X,0,0,X,0,X,X,-1,0,X,X,0,0,X,X,0,0,-1,X,0,X,X,1,0,X,0,0,X
0.0001,7,X,0,0,X,X,X,-1,0,1,0,X,X,X,0,1,X,0,0,0,1,0,0,X,-1,-1,X,0,X,X,0,-1,X,X,1,0,X,X,-1,0,0,X,0,X,X,1,0,X,0,0,X
0.0001,8,X,-1,0,X,X,X,0,1,0,0,X,X,X,0,0,X,0,0,1,0,0,0,X,0,-2,X,0,X,X,0,0,X,X,0,0,X,X,0,0,0,X,0,X,X,1,0,X,0,0,X
0.0001,9,X,-1,0,X,X,X,0,0,0,0,X,X,X,0,0,X,0,0,1,0,0,0,X,0,0,X,0,X,X,0,0,X,X,0,0,X,X,0,0,0,X,0,X,X,0,0,X,0,0,X
0.0001,10,X,-1,0,X,X,X,-1,0,0,0,X,X,X,0,1,X,0,0,0,0,0,0,X,0,-1,X,0,X,X,0,1,X,X,1,0,X,X,0,0,0,X,0,X,X,0,0,X,0,0,X
0.0001,11,X,0,0,X,X,X,0,0,0,0,X,X,X,0,0,X,0,0,0,0,1,0,X,0,0,X,0,X,X,0,0,X,X,0,0,X,X,0,0,0,X,-1,X,X,0,0,X,0,0,X
0.0001,12,X,0,0,X,X,X,0,1,0,0,X,X,X,0,1,X,0,0,0,0,0,0,X,-1,0,X,0,X,X,0,0,X,X,0,0,X,X,-1,0,0,X,0,X,X,0,0,X,0,0,X
0.0001,13,X,0,0,X,X,X,-1,0,0,-1,X,X,X,0,0,X,0,-1,0,0,1,0,X,0,0,X,0,X,X,0,0,X,X,1,0,X,X,0,0,0,X,1,X,X,0,0,X,0,0,X
0.0001,14,X,0,0,X,X,X,0,0,0,0,X,X,X,0,0,X,0,0,0,0,1,0,X,0,0,X,-1,X,X,0,0,X,X,0,0,X,X,0,0,0,X,-1,X,X,0,1,X,0,0,X
0.0001,15,X,0,0,X,X,X,-1,1,0,0,X,X,X,0,0,X,0,0,0,0,1,0,X,0,0,X,-1,X,X,0,0,X,X,1,0,X,X,-1,0,0,X,0,X,X,0,0,X,0,0,X
0.0001,16,X,0,0,X,X,X,-1,1,0,0,X,X,X,0,0,X,0,0,1,0,0,0,X,0,-1,X,0,X,X,0,0,X,X,0,0,X,X,0,0,0,X,-1,X,X,0,0,X,0,1,X
0.0001,17,X,0,0,X,X,X,-1,1,0,0,X,X,X,0,0,X,0,0,0,1,1,0,X,-1,0,X,-1,X,X,0,0,X,X,0,0,X,X,0,0,0,X,-1,X,X,0,1,X,0,0,X
0.0001,18,X,0,0,X,X,X,0,1,0,0,X,X,X,0,1,X,0,0,0,0,0,0,X,-1,-1,X,-1,X,X,0,0,X,X,1,0,X,X,0,0,0,X,0,X,X,0,0,X,0,0,X
0.0001,19,X,0,0,X,X,X,-1,0,0,0,X,X,X,0,0,X,0,0,0,0,0,0,X,0,0,X,0,X,X,0,0,X,X,1,0,X,X,0,0,0,X,-1,X,X,1,0,X,0,0,X
0.0001,20,X,-1,0,X,X,X,-1,1,0,0,X,X,X,0,1,X,0,0,0,0,1,0,X,-1,-1,X,0,X,X,0,0,X,X,1,0,X,X,0,0,-1,X,0,X,X,0,0,X,0,1,X
0.0001,21,X,-1,0,X,X,X,0,0,0,0,X,X,X,0,1,X,-1,0,0,0,0,0,X,0,-1,X,0,X,X,0,0,X,X,1,0,X,X,0,0,0,X,0,X,X,0,1,X,0,0,X
0.0001,22,X,0,0,X,X,X,0,1,0,0,X,X,X,-1,0,X,0,0,0,0,0,0,X,0,0,X,0,X,X,0,0,X,X,1,0,X,X,0,0,0,X,-1,X,X,0,0,X,0,0,X
0.0001,23,X,0,0,X,X,X,-1,0,0,-1,X,X,X,0,0,X,0,0,0,1,0,0,X,0,0,X,0,X,X,0,0,X,X,1,1,X,X,-1,0,0,X,-1,X,X,0,1,X,0,0,X
0.0001,24,X,0,0,X,X,X,-1,0,0,0,X,X,X,0,0,X,0,0,0,1,0,0,X,-1,-1,X,0,X,X,0,0,X,X,1,1,X,X,-1,0,0,X,0,X,X,1,0,X,0,0,X
0.0001,25,X,0,0,X,X,X,-1,1,0,-1,X,X,X,0,0,X,-1,0,0,0,1,0,X,-1,0,X,0,X,X,0,0,X,X,1,1,X,X,0,0,-1,X,0,X,X,1,0,X,0,0,X
0.0001,26,X,0,0,X,X,X,-1,1,0,0,X,X,X,0,0,X,-1,0,0,0,0,0,X,0,0,X,0,X,X,0,0,X,X,1,1,X,X,0,0,0,X,-1,X,X,0,0,X,0,0,X
0.0001,27,X,0,0,X,X,X,0,0,0,-1,X,X,X,0,1,X,0,0,0,1,0,0,X,-1,0,X,0,X,X,0,1,X,X,0,0,X,X,0,0,0,X,-1,X,X,0,0,X,0,0,X
0.0001,28,X,0,0,X,X,X,0,0,0,-1,X,X,X,0,0,X,-1,1,0,0,1,0,X,0,0,X,0,X,X,0,0,X,X,0,1,X,X,0,0,-1,X,-1,X,X,0,0,X,0,1,X
0.0001,29,X,0,0,X,X,X,0,1,0,-1,X,X,X,0,0,X,0,0,0,0,0,0,X,0,0,X,-1,X,X,0,0,X,X,0,0,X,X,0,0,0,X,0,X,X,0,0,X,0,1,X
0.0001,30,X,0,0,X,X,X,-1,1,0,0,X,X,X,0,0,X,-1,0,1,0,0,0,X,0,-1,X,0,X,X,0,0,X,X,1,0,X,X,0,0,0,X,0,X,X,0,0,X,0,0,X
0.0001,31,X,0,0,X,X,X,0,0,0,0,X,X,X,0,0,X,0,0,1,0,0,0,X,-1,0,X,0,X,X,0,0,X,X,0,0,X,X,0,0,0,X,0,X,X,0,0,X,0,0,X
0.0001,32,X,0,0,X,X,X,0,1,0,0,X,X,X,0,0,X,0,0,0,0,0,0,X,0,-1,X,-1,X,X,0,0,X,X,1,0,X,X,0,0,0,X,0,X,X,0,0,X,0,0,X
0.0001,33,X,0,0,X,X,X,0,0,0,0,X,X,X,0,0,X,0,0,0,0,0,0,X,0,0,X,0,X,X,0,0,X,X,1,0,X,X,0,0,0,X,-1,X,X,0,0,X,0,0,X
0.0001,34,X,0,0,X,X,X,-1,0,0,-1,X,X,X,0,0,X,0,0,1,0,1,0,X,0,0,X,0,X,X,0,-1,X,X,1,0,X,X,0,0,0,X,0,X,X,0,0,X,0,0,X
0.0001,35,X,-1,0,X,X,X,0,0,0,0,X,X,X,0,0,X,0,0,0,0,1,0,X,0,0,X,0,X,X,-1,0,X,X,1,0,X,X,0,0,0,X,0,X,X,0,0,X,0,0,X
0.0001,36,X,0,0,X,X,X,-1,0,0,0,X,X,X,0,0,X,-1,0,0,0,1,0,X,0,0,X,0,X,X,0,0,X,X,0,1,X,X,0,0,0,X,0,X,X,0,0,X,0,0,X
0.0001,37,X,0,0,X,X,X,0,1,0,0,X,X,X,0,0,X,0,0,0,0,0,0,X,0,0,X,-1,X,X,0,0,X,X,0,0,X,X,0,0,0,X,0,X,X,0,0,X,0,0,X
0.0001,38,X,-1,0,X,X,X,0,0,0,0,X,X,X,0,0,X,0,0,1,0,0,0,X,0,1,X,-1,X,X,0,0,X,X,0,0,X,X,0,0,0,X,0,X,X,0,0,X,0,0,X
0.0001,39,X,0,0,X,X,X,-1,0,0,0,X,X,X,0,0,X,0,0,1,0,0,0,X,-1,0,X,-1,X,X,0,0,X,X,1,1,X,X,0,0,0,X,0,X,X,0,0,X,0,0,X
0.0001,40,X,0,0,X,X,X,0,0,0,-1,X,X,X,0,0,X,0,0,0,0,1,0,X,0,-1,X,0,X,X,0,0,X,X,1,0,X,X,-1,-1,0,X,0,X,X,1,1,X,0,0,X
0.0001,41,X,0,0,X,X,X,-1,1,0,-1,X,X,X,0,0,X,0,0,0,0,0,0,X,0,0,X,0,X,X,0,0,X,X,0,0,X,X,1,0,0,X,-1,X,X,0,0,X,0,1,X
0.0001,42,X,0,0,X,X,X,-1,0,0,-1,X,X,X,0,0,X,0,0,0,0,1,0,X,0,0,X,0,X,X,0,0,X,X,1,1,X,X,0,-1,0,X,0,X,X,0,0,X,0,0,X
0.0001,43,X,0,0,X,X,X,0,0,0,-1,X,X,X,0,0,X,0,0,0,0,0,0,X,0,0,X,0,X,X,0,0,X,X,1,1,X,X,0,0,0,X,0,X,X,0,-1,X,0,0,X
0.0001,44,X,0,0,X,X,X,0,1,0,-1,X,X,X,0,0,X,-1,0,0,0,1,0,X,0,0,X,0,X,X,0,0,X,X,0,0,X,X,0,0,0,X,0,X,X,0,0,X,0,0,X
0.0001,45,X,0,0,X,X,X,0,0,0,-1,X,X,X,0,0,X,0,0,0,0,1,0,X,-1,0,X,0,X,X,0,0,X,X,1,1,X,X,0,0,0,X,-1,X,X,0,0,X,0,0,X
0.0001,46,X,0,0,X,X,X,0,1,0,-1,X,X,X,0,1,X,0,0,0,0,0,0,X,0,-1,X,0,X,X,0,0,X,X,0,0,X,X,0,0,0,X,0,X,X,0,0,X,0,0,X
0.0001,47,X,0,0,X,X,X,-1,0,0,-1,X,X,X,0,0,X,0,0,0,0,0,0,X,0,0,X,0,X,X,0,0,X,X,1,1,X,X,0,0,0,X,0,X,X,0,0,X,0,0,X
0.0001,48,X,0,0,X,X,X,0,1,0,-1,X,X,X,0,0,X,0,0,0,0,0,0,X,0,0,X,-1,X,X,0,0,X,X,0,0,X,X,1,0,0,X,-1,X,X,1,0,X,0,0,X
0.0001,49,X,0,0,X,X,X,0,0,0,0,X,X,X,0,0,X,0,0,0,0,0,0,X,-1,-1,X,-1,X,X,0,0,X,X,1,0,X,X,0,0,0,X,0,X,X,1,1,X,0,0,X
0.0001,50,X,0,0,X,X,X,-1,1,0,0,X,X,X,0,0,X,0,0,0,0,-1,0,X,-1,0,X,0,X,X,0,0,X,X,1,0,X,X,0,0,1,X,0,X,X,0,0,X,0,0,X
0.0001,51,X,0,0,X,X,X,-1,1,0,-1,X,X,X,0,1,X,0,0,0,0,0,0,X,0,0,X,0,X,X,0,0,X,X,1,0,X,X,0,0,0,X,-1,X,X,0,0,X,0,0,X
0.0001,52,X,0,0,X,X,X,-1,0,0,-1,X,X,X,0,0,X,0,0,0,0,1,0,X,0,-1,X,0,X,X,0,-1,X,X,1,1,X,X,0,0,0,X,0,X,X,0,0,X,0,1,X
0.0001,53,X,0,0,X,X,X,0,1,0,0,X,X,X,0,0,X,0,-1,0,0,0,0,X,0,0,X,0,X,X,0,0,X,X,0,0,X,X,0,-1,0,X,-1,X,X,0,1,X,0,1,X
0.0001,54,X,0,0,X,X,X,-1,0,0,0,X,X,X,0,1,X,0,0,0,0,0,0,X,0,0,X,-1,X,X,0,-1,X,X,1,1,X,X,0,0,0,X,0,X,X,0,0,X,0,0,X
0.0001,55,X,0,0,X,X,X,0,1,0,0,X,X,X,0,0,X,0,0,0,0,0,0,X,0,0,X,0,X,X,0,0,X,X,0,0,X,X,0,0,0,X,-1,X,X,0,0,X,0,0,X
0.0001,56,X,0,0,X,X,X,0,1,0,-1,X,X,X,0,0,X,0,0,0,1,0,0,X,-1,0,X,-1,X,X,0,0,X,X,0,1,X,X,0,0,0,X,0,X,X,0,0,X,0,0,X
0.0001,57,X,0,0,X,X,X,0,1,0,0,X,X,X,0,0,X,0,0,0,0,0,0,X,0,-1,X,0,X,X,0,0,X,X,1,0,X,X,0,-1,0,X,0,X,X,0,0,X,0,0,X
0.0001,58,X,0,0,X,X,X,-1,1,0,0,X,X,X,0,0,X,0,0,0,0,0,0,X,0,0,X,0,X,X,0,0,X,X,0,0,X,X,-1,0,0,X,0,X,X,0,0,X,0,1,X
0.0001,59,X,0,0,X,X,X,0,0,0,0,X,X,X,0,0,X,0,0,0,0,0,0,X,-1,0,X,-1,X,X,0,0,X,X,1,1,X,X,0,0,0,X,-1,X,X,0,0,X,0,1,X
0.0001,60,X,-1,0,X,X,X,0,0,0,-1,X,X,X,0,0,X,0,0,0,0,0,0,X,0,0,X,1,X,X,0,0,X,X,0,1,X,X,0,0,0,X,-1,X,X,0,1,X,0,0,X
0.0001,61,X,0,0,X,X,X,-1,0,0,-1,X,X,X,0,0,X,0,1,0,0,1,0,X,0,0,X,0,X,X,0,0,X,X,0,0,X,X,0,0,0,X,0,X,X,0,0,X,0,0,X
0.0001,62,X,0,0,X,X,X,-1,1,0,0,X,X,X,0,0,X,0,0,0,0,1,0,X,0,0,X,-1,X,X,0,0,X,X,0,0,X,X,0,0,0,X,-1,X,X,0,0,X,0,1,X
0.0001,63,X,0,0,X,X,X,-1,1,0,0,X,X,X,0,0,X,0,0,1,0,0,0,X,0,0,X,-1,X,X,0,0,X,X,0,1,X,X,0,0,-1,X,0,X,X,0,0,X,0,0,X
0.0001,64,X,-1,0,X,X,X,0,0,0,0,X,X,X,0,1,X,0,0,0,0,0,0,X,-1,0,X,0,X,X,0,0,X,X,1,0,X,X,0,0,0,X,0,X,X,0,0,X,0,0,X
0.0001,65,X,0,0,X,X,X,-1,1,0,-1,X,X,X,0,0,X,0,0,0,0,1,0,X,-1,0,X,0,X,X,0,0,X,X,0,0,X,X,0,0,0,X,0,X,X,0,1,X,0,0,X
0.0001,66,X,0,0,X,X,X,0,1,0,0,X,X,X,0,0,X,0,0,0,0,0,0,X,0,0,X,0,X,X,0,0,X,X,0,0,X,X,0,-1,0,X,-1,X,X,1,0,X,0,0,X
0.0001,67,X,0,0,X,X,X,-1,1,0,0,X,X,X,0,0,X,0,0,0,0,0,0,X,0,-1,X,0,X,X,0,0,X,X,0,0,X,X,1,0,0,X,0,X,X,0,0,X,0,0,X
0.0001,68,X,-1,0,X,X,X,-1,1,0,-1,X,X,X,0,0,X,0,0,0,0,0,0,X,-1,0,X,0,X,X,0,1,X,X,1,0,X,X,0,0,0,X,0,X,X,0,0,X,0,1,X
0.0001,69,X,0,0,X,X,X,0,0,0,-1,X,X,X,0,0,X,0,0,0,0,1,0,X,0,0,X,-1,X,X,0,0,X,X,0,0,X,X,0,0,0,X,0,X,X,0,1,X,0,0,X
0.0001,70,X,0,0,X,X,X,-1,0,0,0,X,X,X,0,0,X,0,0,0,0,0,0,X,0,0,X,0,X,X,0,1,X,X,0,0,X,X,0,0,0,X,0,X,X,0,0,X,0,0,X
0.0001,71,X,-1,0,X,X,X,0,1,0,0,X,X,X,0,1,X,0,0,0,0,0,0,X,0,0,X,0,X,X,0,0,X,X,0,0,X,X,0,0,0,X,0,X,X,-1,0,X,0,0,X
0.0001,72,X,0,0,X,X,X,0,0,0,0,X,X,X,0,0,X,-1,0,0,0,0,0,X,0,0,X,0,X,X,0,0,X,X,0,1,X,X,0,0,0,X,-1,X,X,0,0,X,0,1,X
0.0001,73,X,0,0,X,X,X,0,1,0,0,X,X,X,0,0,X,0,-1,0,0,0,0,X,0,0,X,0,X,X,0,0,X,X,0,0,X,X,0,0,0,X,-1,X,X,0,0,X,0,1,X
0.0001,74,X,0,0,X,X,X,-1,1,0,0,X,X,X,0,0,X,0,0,0,0,1,0,X,0,0,X,0,X,X,0,0,X,X,0,0,X,X,0,0,-1,X,0,X,X,0,0,X,0,0,X
0.0001,75,X,0,0,X,X,X,0,0,0,-1,X,X,X,0,0,X,0,0,0,0,1,0,X,0,0,X,0,X,X,0,0,X,X,0,1,X,X,0,0,0,X,-1,X,X,0,0,X,0,0,X
0.0001,76,X,0,0,X,X,X,-1,0,0,0,X,X,X,0,1,X,0,0,0,0,1,0,X,-1,0,X,-1,X,X,0,0,X,X,0,0,X,X,0,0,0,X,0,X,X,1,0,X,0,0,X
0.0001,77,X,0,0,X,X,X,0,0,0,0,X,X,X,0,1,X,0,0,0,0,0,0,X,-1,-1,X,-1,X,X,0,0,X,X,1,1,X,X,0,0,0,X,0,X,X,0,0,X,0,0,X
0.0001,78,X,-1,0,X,X,X,-1,0,0,0,X,X,X,0,0,X,0,0,0,0,0,0,X,0,0,X,0,X,X,0,0,X,X,1,0,X,X,0,0,0,X,0,X,X,0,0,X,0,1,X
0.0001,79,X,0,0,X,X,X,-1,1,0,0,X,X,X,0,0,X,0,0,0,1,0,0,X,-1,0,X,0,X,X,0,0,X,X,0,0,X,X,-1,0,0,X,0,X,X,1,0,X,0,0,X
0.0001,80,X,0,0,X,X,X,0,0,0,-1,X,X,X,0,0,X,0,0,0,0,0,0,X,0,0,X,0,X,X,0,0,X,X,1,0,X,X,0,0,-1,X,0,X,X,0,0,X,0,1,X
0.0001,81,X,0,0,X,X,X,0,0,0,0,X,X,X,0,0,X,0,0,0,0,0,0,X,0,-1,X,0,X,X,0,0,X,X,0,0,X,X,0,0,0,X,0,X,X,0,0,X,0,1,X
0.0001,82,X,0,0,X,X,X,0,0,0,0,X,X,X,0,0,X,0,0,1,0,0,0,X,0,0,X,0,X,X,-1,0,X,X,1,0,X,X,0,0,0,X,-1,X,X,0,0,X,0,0,X
0.0001,83,X,-1,0,X,X,X,-1,0,0,0,X,X,X,0,0,X,0,0,0,1,0,0,X,0,0,X,0,X,X,0,0,X,X,1,0,X,X,0,0,0,X,0,X,X,0,0,X,0,0,X
0.0001,84,X,0,0,X,X,X,-1,1,0,-1,X,X,X,0,0,X,0,0,0,0,0,0,X,0,0,X,0,X,X,0,0,X,X,0,1,X,X,0,0,-1,X,0,X,X,1,0,X,0,0,X
0.0001,85,X,-1,0,X,X,X,0,0,0,0,X,X,X,0,0,X,-1,0,1,0,0,0,X,0,0,X,0,X,X,0,0,X,X,1,0,X,X,0,0,0,X,0,X,X,0,0,X,0,0,X
0.0001,86,X,0,0,X,X,X,0,1,0,-1,X,X,X,0,0,X,0,0,0,0,1,0,X,0,0,X,-1,X,X,0,0,X,X,0,0,X,X,0,0,0,X,0,X,X,1,0,X,0,-1,X
0.0001,87,X,0,0,X,X,X,-1,0,0,-1,X,X,X,0,1,X,-1,1,0,0,1,0,X,0,0,X,-1,X,X,0,0,X,X,1,0,X,X,0,0,0,X,0,X,X,0,0,X,0,0,X
0.0001,88,X,0,0,X,X,X,0,0,0,0,X,X,X,0,0,X,0,0,0,0,1,0,X,0,-1,X,-1,X,X,0,0,X,X,1,0,X,X,0,0,0,X,0,X,X,0,0,X,0,0,X
0.0001,89,X,0,0,X,X,X,0,1,0,-1,X,X,X,0,0,X,0,0,1,0,0,0,X,0,-1,X,0,X,X,0,0,X,X,0,0,X,X,0,0,0,X,-1,X,X,1,0,X,0,0,X
0.0001,90,X,0,0,X,X,X,-1,0,0,-1,X,X,X,0,0,X,0,0,0,1,0,0,X,0,0,X,0,X,X,0,0,X,X,1,0,X,X,0,0,0,X,0,X,X,0,0,X,0,0,X
0.0001,91,X,0,0,X,X,X,0,1,0,0,X,X,X,0,0,X,-1,0,1,0,0,0,X,0,0,X,0,X,X,0,0,X,X,0,0,X,X,0,0,0,X,0,X,X,0,-1,X,0,0,X
0.0001,92,X,0,0,X,X,X,-1,0,0,0,X,X,X,0,0,X,0,0,0,0,1,0,X,0,-1,X,0,X,X,0,0,X,X,1,0,X,X,0,0,0,X,0,X,X,0,0,X,0,0,X
0.0001,93,X,-1,0,X,X,X,0,0,0,-1,X,X,X,0,0,X,0,0,1,0,0,0,X,0,0,X,0,X,X,1,0,X,X,1,0,X,X,0,0,0,X,0,X,X,0,0,X,0,-1,X
0.0001,94,X,0,0,X,X,X,0,0,0,-1,X,X,X,0,1,X,0,0,0,0,0,2,X,-1,0,X,0,X,X,0,0,X,X,0,0,X,X,0,-1,0,X,-1,X,X,0,0,X,0,1,X
0.0001,95,X,0,0,X,X,X,0,1,0,0,X,X,X,0,0,X,0,0,1,0,1,0,X,0,0,X,0,X,X,0,0,X,X,0,0,X,X,0,0,-1,X,-1,X,X,0,-1,X,0,0,X
0.0001,96,X,0,0,X,X,X,0,0,0,0,X,X,X,0,0,X,0,0,0,1,0,0,X,0,0,X,0,X,X,0,0,X,X,0,0,X,X,0,0,0,X,-1,X,X,0,0,X,0,0,X
0.0001,97,X,0,0,X,X,X,0,0,0,0,X,X,X,0,0,X,0,0,0,0,1,0,X,0,-1,X,0,X,X,0,0,X,X,0,0,X,X,0,0,0,X,0,X,X,0,0,X,0,0,X
0.0001,98,X,0,0,X,X,X,-1,1,0,0,X,X,X,0,1,X,-1,0,0,1,1,0,X,0,-1,X,0,X,X,0,-1,X,X,1,0,X,X,0,0,0,X,-1,X,X,0,0,X,0,0,X
0.0001,99,X,0,0,X,X,X,-1,0,0,-1,X,X,X,0,0,X,0,0,0,0,1,0,X,0,-1,X,0,X,X,0,0,X,X,1,0,X,X,0,0,0,X,0,X,X,1,0,X,0,0,X
1e-05,0,X,-2,0,X,X,X,-3,0,1,0,X,X,X,1,1,X,1,3,-3,-1,-1,0,X,1,1,X,-2,X,X,3,0,X,X,0,-2,X,X,0,0,0,X,-1,X,X,-1,-1,X,0,5,X
1e-05,1,X,3,0,X,X,X,-5,2,0,-1,X,X,X,-2,1,X,-3,0,0,4,-4,0,X,-1,-1,X,-1,X,X,-1,-5,X,X,0,-3,X,X,5,0,2,X,0,X,X,2,3,X,3,2,X
1e-05,2,X,-3,0,X,X,X,0,3,0,-1,X,X,X,-1,0,X,1,-1,-1,0,2,0,X,-2,-1,X,1,X,X,-1,0,X,X,3,3,X,X,1,-1,-1,X,-5,X,X,2,1,X,0,1,X
1e-05,3,X,-5,1,X,X,X,2,2,0,-1,X,X,X,0,-2,X,-8,2,1,3,-1,0,X,0,0,X,-2,X,X,-2,2,X,X,4,-1,X,X,2,2,-2,X,-1,X,X,1,3,X,0,0,X
1e-05,4,X,-3,0,X,X,X,1,3,1,-2,X,X,X,1,3,X,-4,-1,-3,-3,2,0,X,2,0,X,4,X,X,0,0,X,X,2,-1,X,X,-4,-1,0,X,0,X,X,1,-1,X,3,0,X
1e-05,5,X,-2,0,X,X,X,-2,0,0,1,X,X,X,-2,-4,X,-3,1,0,-2,0,0,X,-2,-1,X,-1,X,X,-1,9,X,X,1,0,X,X,3,3,-3,X,1,X,X,5,-2,X,0,1,X
1e-05,6,X,5,0,X,X,X,2,0,1,0,X,X,X,-2,0,X,4,-1,0,1,-4,1,X,-1,4,X,0,X,X,-1,-4,X,X,1,2,X,X,2,-1,-2,X,-3,X,X,-3,1,X,0,-2,X
1e-05,7,X,-1,0,X,X,X,-2,0,0,-1,X,X,X,-1,1,X,0,2,3,2,2,0,X,-2,-2,X,-2,X,X,0,-1,X,X,-1,2,X,X,1,-1,1,X,0,X,X,2,0,X,0,-2,X
1e-05,8,X,2,2,X,X,X,-1,1,2,0,X,X,X,1,2,X,3,0,-1,-7,-5,0,X,1,0,X,1,X,X,0,0,X,X,2,-2,X,X,0,1,-1,X,-2,X,X,-1,1,X,1,0,X
1e-05,9,X,-1,0,X,X,X,-1,0,0,-2,X,X,X,0,7,X,-2,0,-3,-1,0,0,X,0,0,X,-1,X,X,2,-2,X,X,-2,-1,X,X,1,0,1,X,-1,X,X,-4,1,X,4,5,X
1e-05,10,X,-2,0,X,X,X,3,3,3,-4,X,X,X,0,-2,X,-3,0,-1,0,9,0,X,-1,0,X,-6,X,X,-1,-1,X,X,1,0,X,X,2,0,0,X,0,X,X,2,-2,X,0,0,X
1e-05,11,X,1,0,X,X,X,1,5,0,1,X,X,X,-2,2,X,1,2,2,-1,-2,1,X,-2,-1,X,-5,X,X,0,-2,X,X,1,-1,X,X,-3,2,1,X,0,X,X,-2,0,X,0,1,X
1e-05,12,X,3,0,X,X,X,0,4,0,-1,X,X,X,0,-2,X,1,1,-1,2,1,0,X,2,-1,X,3,X,X,-2,-1,X,X,-5,-1,X,X,1,0,-1,X,-1,X,X,0,0,X,0,-2,X
1e-05,13,X,2,0,X,X,X,-1,0,0,1,X,X,X,-1,3,X,-5,-1,1,2,3,0,X,-1,-2,X,-1,X,X,1,-2,X,X,-2,3,X,X,-3,3,1,X,0,X,X,-1,-1,X,0,1,X
1e-05,14,X,0,0,X,X,X,3,0,0,-1,X,X,X,-2,1,X,0,-1,-1,-5,1,2,X,2,-1,X,-2,X,X,0,0,X,X,-2,2,X,X,-5,-1,0,X,1,X,X,2,1,X,0,6,X
1e-05,15,X,-4,6,X,X,X,0,0,1,-2,X,X,X,0,1,X,-2,-1,0,0,-5,0,X,-2,1,X,3,X,X,1,1,X,X,3,1,X,X,0,-1,-1,X,0,X,X,-5,2,X,0,3,X
1e-05,16,X,-1,1,X,X,X,-1,1,0,-1,X,X,X,-2,3,X,-3,0,0,1,0,0,X,2,-1,X,-1,X,X,0,2,X,X,3,0,X,X,1,2,1,X,-2,X,X,-3,-1,X,0,-1,X
1e-05,17,X,0,4,X,X,X,-2,0,0,-4,X,X,X,2,0,X,3,1,1,4,-3,0,X,-2,0,X,-4,X,X,1,-3,X,X,3,2,X,X,-3,-1,2,X,0,X,X,0,0,X,0,-1,X
1e-05,18,X,-1,0,X,X,X,-3,0,1,0,X,X,X,-2,0,X,-1,1,4,2,1,0,X,-2,-2,X,-3,X,X,-2,2,X,X,2,-1,X,X,-1,-1,3,X,-1,X,X,0,-1,X,3,2,X
