Year,1790,1800,1810,1820,1830,1840,1850,1860,1870,1880,1890,1900,1910,1930,1940,1950,1960,1970,1980,1990,2000,2010
Number of seats apportioned,105,142,182,213,240,223,234,241,292,325,356,386,435,435,435,435,435,435,435,435,435,435
